dexnum,name,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group
406,꼬몽울,4,Grass,Poison,Bud Pokemon,0.2,1.2,Natural Cure,Poison Point,Leaf Guard,40,30,35,50,70,55,280,1 Sp. Atk,255,50,56,Medium Slow,Undiscovered,,50,50,20,Baby Pokemon
407,로즈레이드,4,Grass,Poison,Bouquet Pokemon,0.9,14.5,Natural Cure,Poison Point,Technician,60,70,65,125,105,90,515,3 Sp. Atk,75,50,232,Medium Slow,Fairy ,Grass,50,50,20,Ordinary
408,두개도스,4,Rock,,Head Butt Pokemon,0.9,31.5,Mold Breaker,Sheer Force,,67,125,40,30,30,58,350,1 Attack,45,50,70,Erratic,Monster,,87.5,12.5,30,Fossil
409,램펄드,4,Rock,,Head Butt Pokemon,1.6,102.5,Mold Breaker,Sheer Force,,97,165,60,65,50,58,495,2 Attack,45,50,173,Erratic,Monster,,87.5,12.5,30,Fossil
410,방패톱스,4,Rock,Steel,Shield Pokemon,0.5,57,Sturdy,Soundproof,,30,42,118,42,88,30,350,1 Defense,45,50,70,Erratic,Monster,,87.5,12.5,30,Fossil
411,바리톱스,4,Rock,Steel,Shield Pokemon,1.3,149.5,Sturdy,Soundproof,,60,52,168,47,138,30,495,2 Defense,45,50,173,Erratic,Monster,,87.5,12.5,30,Fossil
412,도롱충이,4,Bug,,Bagworm Pokemon,0.2,3.4,Shed Skin,Overcoat,,40,29,45,29,45,36,224,1 Sp. Def,120,50,45,Medium Fast,Bug,,50,50,15,Ordinary
413,도롱마담,4,Bug,Grass,Bagworm Pokemon,0.5,6.5,Anticipation,Overcoat,,60,59,85,79,105,36,424,2 Sp. Def,45,50,148,Medium Fast,Bug,,0,100,15,Ordinary
414,나메일,4,Bug,Flying,Moth Pokemon,0.9,23.3,Swarm,Tinted Lens,,70,94,50,94,50,66,424,"1 Attack, 1 Sp. Atk",45,50,148,Medium Fast,Bug,,100,0,15,Ordinary
415,세꿀버리,4,Bug,Flying,Tiny Bee Pokemon,0.3,5.5,Honey Gather,Hustle,,30,30,42,30,42,70,244,1 Speed,120,50,49,Medium Slow,Bug,,87.5,12.5,15,Ordinary
416,비퀸,4,Bug,Flying,Beehive Pokemon,1.2,38.5,Pressure,Unnerve,,70,80,102,80,102,40,474,"1 Defense, 1 Sp. Def",45,50,166,Medium Slow,Bug,,0,100,15,Ordinary
417,파치리스,4,Electric,,EleSquirrel Pokemon,0.4,3.9,Run Away,Pickup,Volt Absorb,60,45,70,45,90,95,405,1 Speed,200,100,142,Medium Fast,Fairy ,Field,50,50,10,Ordinary
418,브이젤,4,Water,,Sea Weasel Pokemon,0.7,29.5,Swift Swim,Water Veil,,55,65,35,60,30,85,330,1 Speed,190,50,66,Medium Fast,Field ,Water 1,50,50,20,Ordinary
419,플로젤,4,Water,,Sea Weasel Pokemon,1.1,33.5,Swift Swim,Water Veil,,85,105,55,85,50,115,495,2 Speed,75,50,173,Medium Fast,Field ,Water 1,50,50,20,Ordinary
420,체리버,4,Grass,,Cherry Pokemon,0.4,3.3,Chlorophyll,,,45,35,45,62,53,35,275,1 Sp. Atk,190,50,55,Medium Fast,Fairy ,Grass,50,50,20,Ordinary
421,체리꼬,4,Grass,,Blossom Pokemon,0.5,9.3,Flower Gift,,,70,60,70,87,78,85,450,2 Sp. Atk,75,50,158,Medium Fast,Fairy ,Grass,50,50,20,Ordinary
422,깝질무,4,Water,,Sea Slug Pokemon,0.3,6.3,Sticky Hold,Storm Drain,Sand Force,76,48,48,57,62,34,325,1 HP,190,50,65,Medium Fast,Amorphous ,Water 1,50,50,20,Ordinary
423,트리토돈,4,Water,Ground,Sea Slug Pokemon,0.9,29.9,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39,475,2 HP,75,50,166,Medium Fast,Amorphous ,Water 1,50,50,20,Ordinary
424,겟핸보숭,4,Normal,,Long Tail Pokemon,1.2,20.3,Technician,Pickup,Skill Link,75,100,66,60,66,115,482,2 Speed,45,100,169,Fast,Field,,50,50,20,Ordinary
425,흔들풍손,4,Ghost,Flying,Balloon Pokemon,0.4,1.2,Aftermath,Unburden,Flare Boost,90,50,34,60,44,70,348,1 HP,125,50,70,Fluctuating,Amorphous,,50,50,30,Ordinary
426,둥실라이드,4,Ghost,Flying,Blimp Pokemon,1.2,15,Aftermath,Unburden,Flare Boost,150,80,44,90,54,80,498,2 HP,60,50,174,Fluctuating,Amorphous,,50,50,30,Ordinary
427,이어롤,4,Normal,,Rabbit Pokemon,0.4,5.5,Run Away,Klutz,Limber,55,66,44,44,56,85,350,1 Speed,190,0,70,Medium Fast,Field ,Human-Like,50,50,20,Ordinary
428,이어롭,4,Normal,,Rabbit Pokemon,1.2,33.3,Cute Charm,Klutz,Limber,65,76,84,54,96,105,480,2 Speed,60,140,168,Medium Fast,Field ,Human-Like,50,50,20,Ordinary
429,무우마직,4,Ghost,,Magical Pokemon,0.9,4.4,Levitate,,,60,60,60,105,105,105,495,"1 Sp. Atk, 1 Sp. Def",45,35,173,Fast,Amorphous,,50,50,25,Ordinary
430,돈크로우,4,Dark,Flying,Big Boss Pokemon,0.9,27.3,Insomnia,Super Luck,Moxie,100,125,52,105,52,71,505,2 Attack,30,35,177,Medium Slow,Flying,,50,50,20,Ordinary
431,나옹마,4,Normal,,Catty Pokemon,0.5,3.9,Limber,Own Tempo,Keen Eye,49,55,42,42,37,85,310,1 Speed,190,50,62,Fast,Field,,25,75,20,Ordinary
432,몬냥이,4,Normal,,Tiger Cat Pokemon,1,43.8,Thick Fat,Own Tempo,Defiant,71,82,64,64,59,112,452,2 Speed,75,50,158,Fast,Field,,25,75,20,Ordinary
433,랑딸랑,4,Psychic,,Bell Pokemon,0.2,0.6,Levitate,,,45,30,50,65,50,45,285,1 Sp. Atk,120,50,57,Fast,Undiscovered,,50,50,25,Baby Pokemon
434,스컹뿡,4,Poison,Dark,Skunk Pokemon,0.4,19.2,Stench,Aftermath,Keen Eye,63,63,47,41,41,74,329,1 Speed,225,50,66,Medium Fast,Field,,50,50,20,Ordinary
435,스컹탱크,4,Poison,Dark,Skunk Pokemon,1,38,Stench,Aftermath,Keen Eye,103,93,67,71,61,84,479,2 HP,60,50,168,Medium Fast,Field,,50,50,20,Ordinary
436,동미러,4,Steel,Psychic,Bronze Pokemon,0.5,60.5,Levitate,Heatproof,Heavy Metal,57,24,86,24,86,23,300,1 Defense,255,50,60,Medium Fast,Mineral,,,,20,Ordinary
437,동탁군,4,Steel,Psychic,Bronze Bell Pokemon,1.3,187,Levitate,Heatproof,Heavy Metal,67,89,116,79,116,33,500,"1 Defense, 1 Sp. Def",90,50,175,Medium Fast,Mineral,,,,20,Ordinary
438,꼬지지,4,Rock,,Bonsai Pokemon,0.5,15,Sturdy,Rock Head,Rattled,50,80,95,10,45,10,290,1 Defense,255,50,58,Medium Fast,Undiscovered,,50,50,20,Baby Pokemon
439,흉내내,4,Psychic,Fairy,Mime Pokemon,0.6,13,Soundproof,Filter,Technician,20,25,45,70,90,60,310,1 Sp. Def,145,50,62,Medium Fast,Undiscovered,,50,50,25,Baby Pokemon
440,핑복,4,Normal,,Playhouse Pokemon,0.6,24.4,Natural Cure,Serene Grace,Friend Guard,100,5,5,15,65,30,220,1 HP,130,140,110,Fast,Undiscovered,,0,100,40,Baby Pokemon
441,페라페,4,Normal,Flying,Music Note Pokemon,0.5,1.9,Keen Eye,Tangled Feet,Big Pecks,76,65,45,92,42,91,411,1 Attack,30,35,144,Medium Slow,Flying,,50,50,20,Ordinary
442,화강돌,4,Ghost,Dark,Forbidden Pokemon,1,108,Pressure,Infiltrator,,50,92,108,92,108,35,485,"1 Defense, 1 Sp. Def",100,50,170,Medium Fast,Amorphous,,50,50,30,Ordinary
443,딥상어동,4,Dragon,Ground,Land Shark Pokemon,0.7,20.5,Sand Veil,Rough Skin,,58,70,45,40,45,42,300,1 Attack,45,50,60,Slow,Dragon ,Monster,50,50,40,Ordinary
444,한바이트,4,Dragon,Ground,Cave Pokemon,1.4,56,Sand Veil,Rough Skin,,68,90,65,50,55,82,410,2 Attack,45,50,144,Slow,Dragon ,Monster,50,50,40,Ordinary
445,한카리아스,4,Dragon,Ground,Mach Pokemon,1.9,95,Sand Veil,Rough Skin,,108,130,95,80,85,102,600,3 Attack,45,50,300,Slow,Dragon ,Monster,50,50,40,Ordinary
446,먹고자,4,Normal,,Big Eater Pokemon,0.6,105,Pickup,Thick Fat,Gluttony,135,85,40,40,85,5,390,1 HP,50,50,78,Slow,Undiscovered,,87.5,12.5,40,Baby Pokemon
447,리오르,4,Fighting,,Emanation Pokemon,0.7,20.2,Steadfast,Inner Focus,Prankster,40,70,40,35,40,60,285,1 Attack,75,50,57,Medium Slow,Undiscovered,,87.5,12.5,25,Baby Pokemon
448,루카리오,4,Fighting,Steel,Aura Pokemon,1.2,54,Steadfast,Inner Focus,Justified,70,110,70,115,70,90,525,"1 Attack, 1 Sp. Atk",45,50,184,Medium Slow,Field ,Human-Like,87.5,12.5,25,Ordinary
449,히포포타스,4,Ground,,Hippo Pokemon,0.8,49.5,Sand Stream,Sand Force,,68,72,78,38,42,32,330,1 Defense,140,50,66,Slow,Field,,50,50,30,Ordinary
450,하마돈,4,Ground,,Heavyweight Pokemon,2,300,Sand Stream,Sand Force,,108,112,118,68,72,47,525,2 Defense,60,50,184,Slow,Field,,50,50,30,Ordinary
451,스콜피,4,Poison,Bug,Scorpion Pokemon,0.8,12,Battle Armor,Sniper,Keen Eye,40,50,90,30,55,65,330,1 Defense,120,50,66,Slow,Bug ,Water 3,50,50,20,Ordinary
452,드래피온,4,Poison,Dark,Ogre Scorp Pokemon,1.3,61.5,Battle Armor,Sniper,Keen Eye,70,90,110,60,75,95,500,2 Defense,45,50,175,Slow,Bug ,Water 3,50,50,20,Ordinary
453,삐딱구리,4,Poison,Fighting,Toxic Mouth Pokemon,0.7,23,Anticipation,Dry Skin,Poison Touch,48,61,40,61,40,50,300,1 Attack,140,100,60,Medium Fast,Human-Like,,50,50,10,Ordinary
454,독개굴,4,Poison,Fighting,Toxic Mouth Pokemon,1.3,44.4,Anticipation,Dry Skin,Poison Touch,83,106,65,86,65,85,490,2 Attack,75,50,172,Medium Fast,Human-Like,,50,50,20,Ordinary
455,무스틈니,4,Grass,,Bug Catcher Pokemon,1.4,27,Levitate,,,74,100,72,90,72,46,454,2 Attack,200,50,159,Slow,Grass,,50,50,25,Ordinary
456,형광어,4,Water,,Wing Fish Pokemon,0.4,7,Swift Swim,Storm Drain,Water Veil,49,49,56,49,61,66,330,1 Speed,190,50,66,Erratic,Water 2,,50,50,20,Ordinary
457,네오라이트,4,Water,,Neon Pokemon,1.2,24,Swift Swim,Storm Drain,Water Veil,69,69,76,69,86,91,460,2 Speed,75,50,161,Erratic,Water 2,,50,50,20,Ordinary
458,타만타,4,Water,Flying,Kite Pokemon,1,65,Swift Swim,Water Absorb,Water Veil,45,20,50,60,120,50,345,1 Sp. Def,25,50,69,Slow,Undiscovered,,50,50,25,Baby Pokemon
459,눈쓰개,4,Grass,Ice,Frost Tree Pokemon,1,50.5,Snow Warning,Soundproof,,60,62,50,62,60,40,334,1 Attack,120,50,67,Slow,Grass ,Monster,50,50,20,Ordinary
460,눈설왕,4,Grass,Ice,Frost Tree Pokemon,2.2,135.5,Snow Warning,Soundproof,,90,92,75,92,85,60,494,"1 Attack, 1 Sp. Atk",60,50,173,Slow,Grass ,Monster,50,50,20,Ordinary
461,포푸니라,4,Dark,Ice,Sharp Claw Pokemon,1.1,34,Pressure,Pickpocket,,70,120,65,45,85,125,510,"1 Attack, 1 Speed",45,35,179,Medium Slow,Field,,50,50,20,Ordinary
462,자포코일,4,Electric,Steel,Magnet Area Pokemon,1.2,180,Magnet Pull,Sturdy,Analytic,70,70,115,130,90,60,535,3 Sp. Atk,30,50,268,Medium Fast,Mineral,,,,20,Ordinary
463,내룸벨트,4,Normal,,Licking Pokemon,1.7,140,Own Tempo,Oblivious,Cloud Nine,110,85,95,80,95,50,515,3 HP,30,50,180,Medium Fast,Monster,,50,50,20,Ordinary
464,거대코뿌리,4,Ground,Rock,Drill Pokemon,2.4,282.8,Lightning Rod,Solid Rock,Reckless,115,140,130,55,55,40,535,3 Attack,30,50,241,Slow,Field ,Monster,50,50,20,Ordinary
465,덩쿠림보,4,Grass,,Vine Pokemon,2,128.6,Chlorophyll,Leaf Guard,Regenerator,100,100,125,110,50,50,535,2 Defense,30,50,187,Medium Fast,Grass,,50,50,20,Ordinary
466,에레키블,4,Electric,,Thunderbolt Pokemon,1.8,138.6,Motor Drive,Vital Spirit,,75,123,67,95,85,95,540,3 Attack,30,50,243,Medium Fast,Human-Like,,75,25,25,Ordinary
467,마그마번,4,Fire,,Blast Pokemon,1.6,68,Flame Body,Vital Spirit,,75,95,67,125,95,83,540,3 Sp. Atk,30,50,243,Medium Fast,Human-Like,,75,25,25,Ordinary
468,토게키스,4,Fairy,Flying,Jubilee Pokemon,1.5,38,Hustle,Serene Grace,Super Luck,85,50,95,120,115,80,545,"2 Sp. Atk, 1 Sp. Def",30,50,245,Fast,Fairy ,Flying,87.5,12.5,10,Ordinary
469,메가자리,4,Bug,Flying,Ogre Darner Pokemon,1.9,51.5,Speed Boost,Tinted Lens,Frisk,86,76,86,116,56,95,515,2 Attack,30,50,180,Medium Fast,Bug,,50,50,20,Ordinary
470,리피아,4,Grass,,Verdant Pokemon,1,25.5,Leaf Guard,Chlorophyll,,65,110,130,60,65,95,525,2 Defense,45,35,184,Medium Fast,Field,,87.5,12.5,35,Ordinary
471,글레이시아,4,Ice,,Fresh Snow Pokemon,0.8,25.9,Snow Cloak,Ice Body,,65,60,110,130,95,65,525,2 Sp. Atk,45,35,184,Medium Fast,Field,,87.5,12.5,35,Ordinary
472,글라이온,4,Ground,Flying,Fang Scorp Pokemon,2,42.5,Hyper Cutter,Sand Veil,Poison Heal,75,95,125,45,75,95,510,2 Defense,30,50,179,Medium Slow,Bug,,50,50,20,Ordinary
473,맘모꾸리,4,Ice,Ground,Twin Tusk Pokemon,2.5,291,Oblivious,Snow Cloak,Thick Fat,110,130,80,70,60,80,530,3 Attack,50,50,239,Slow,Field,,50,50,20,Ordinary
474,폴리곤Z,4,Normal,,Virtual Pokemon,0.9,34,Adaptability,Download,Analytic,85,80,70,135,75,90,535,3 Sp. Atk,30,50,241,Medium Fast,Mineral,,,,20,Ordinary
475,엘레이드,4,Psychic,Fighting,Blade Pokemon,1.6,52,Steadfast,Sharpness,Justified,68,125,65,65,115,80,518,3 Attack,45,35,259,Slow,Amorphous ,Human-Like,100,0,20,Ordinary
476,대코파스,4,Rock,Steel,Compass Pokemon,1.4,340,Sturdy,Magnet Pull,Sand Force,60,55,145,75,150,40,525,"1 Defense, 2 Sp. Def",60,50,184,Medium Fast,Mineral,,50,50,20,Ordinary
477,야느와르몽,4,Ghost,,Gripper Pokemon,2.2,106.6,Pressure,Frisk,,45,100,135,65,135,45,525,"1 Defense, 2 Sp. Def",45,35,236,Fast,Amorphous,,50,50,25,Ordinary
478,눈여아,4,Ice,Ghost,Snow Land Pokemon,1.3,26.6,Snow Cloak,Cursed Body,,70,80,70,80,70,110,480,2 Speed,75,50,168,Medium Fast,Fairy ,Mineral,0,100,20,Ordinary
479,로토무,4,Electric,Ghost,Plasma Pokemon,0.3,0.3,Levitate,,,50,50,77,95,77,91,440,"1 Sp. Atk, 1 Speed",45,50,154,Medium Fast,Amorphous,,,,20,Ordinary
480,유크시,4,Psychic,,Knowledge Pokemon,0.3,0.3,Levitate,,,75,75,130,75,130,95,580,"2 Defense, 1 Sp. Def",3,140,290,Slow,Undiscovered,,,,80,Legendary
481,엠라이트,4,Psychic,,Emotion Pokemon,0.3,0.3,Levitate,,,80,105,105,105,105,80,580,"1 Attack, 1 Sp. Atk, 1 Sp. Def",3,140,290,Slow,Undiscovered,,,,80,Legendary
482,아그놈,4,Psychic,,Willpower Pokemon,0.3,0.3,Levitate,,,75,125,70,125,70,115,580,"2 Attack, 1 Sp. Atk",3,140,290,Slow,Undiscovered,,,,80,Legendary
483,디아루가,4,Steel,Dragon,Temporal Pokemon,5.4,683,Pressure,Telepathy,,100,120,120,150,100,90,680,3 Sp. Atk,3,0,340,Slow,Undiscovered,,,,120,Legendary
484,펄기아,4,Water,Dragon,Spatial Pokemon,4.2,336,Pressure,Telepathy,,90,120,100,150,120,100,680,3 Sp. Atk,3,0,340,Slow,Undiscovered,,,,120,Legendary
485,히드런,4,Fire,Steel,Lava Dome Pokemon,1.7,430,Flash Fire,Flame Body,,91,90,106,130,106,77,600,3 Sp. Atk,3,100,300,Slow,Undiscovered,,50,50,10,Legendary
486,레지기가스,4,Normal,,Colossal Pokemon,3.7,420,Slow Start,,,110,160,110,80,110,100,670,3 Attack,3,0,302,Slow,Undiscovered,,,,120,Legendary
487,기라티나,4,Ghost,Dragon,Renegade Pokemon,4.5,750,Pressure,Telepathy,,150,100,120,100,120,90,680,3 HP,3,0,340,Slow,Undiscovered,,,,120,Legendary
488,크레세리아,4,Psychic,,Lunar Pokemon,1.5,85.6,Levitate,,,120,70,110,75,120,85,580,3 Sp. Def,3,100,290,Slow,Undiscovered,,0,100,120,Legendary
489,피오네,4,Water,,Sea Drifter Pokemon,0.4,3.1,Hydration,,,80,80,80,80,80,80,480,1 HP,30,50,216,Slow,Fairy ,Water 1,,,40,Mythical
490,마나피,4,Water,,Seafaring Pokemon,0.3,1.4,Hydration,,,100,100,100,100,100,100,600,3 HP,3,50,270,Slow,Fairy ,Water 1,,,10,Mythical
491,다크라이,4,Dark,,Pitch-Black Pokemon,1.5,50.5,Bad Dreams,,,70,90,90,135,90,125,600,"2 Sp. Atk, 1 Speed",3,0,270,Slow,Undiscovered,,,,120,Mythical
492,쉐이미,4,Grass,,Gratitude Pokemon,0.2,2.1,Natural Cure,,,100,100,100,100,100,100,600,3 HP,45,100,270,Medium Slow,Undiscovered,,,,120,Mythical
493,아르세우스,4,Normal,,Alpha Pokemon,3.2,320,Multitype,,,120,120,120,120,120,120,720,3 HP,3,0,360,Slow,Undiscovered,,,,120,Mythical
494,비크티니,5,Psychic,Fire,Victory Pokemon,0.4,4,Victory Star,,,100,100,100,100,100,100,600,3 HP,3,100,270,Slow,Undiscovered,,,,120,Mythical
495,주리비얀,5,Grass,,Grass Snake Pokemon,0.6,8.1,Overgrow,Contrary,,45,45,55,45,55,63,308,1 Speed,45,50,62,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
496,샤비,5,Grass,,Grass Snake Pokemon,0.8,16,Overgrow,Contrary,,60,60,75,60,75,83,413,2 Speed,45,50,145,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
497,샤로다,5,Grass,,Regal Pokemon,3.3,63,Overgrow,Contrary,,75,75,95,75,95,113,528,3 Speed,45,50,238,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
498,뚜꾸리,5,Fire,,Fire Pig Pokemon,0.5,9.9,Blaze,Thick Fat,,65,63,45,45,45,45,308,1 HP,45,50,62,Medium Slow,Field,,87.5,12.5,20,Ordinary
499,챠오꿀,5,Fire,Fighting,Fire Pig Pokemon,1,55.5,Blaze,Thick Fat,,90,93,55,70,55,55,418,2 Attack,45,50,146,Medium Slow,Field,,87.5,12.5,20,Ordinary
500,염무왕,5,Fire,Fighting,Mega Fire Pig Pokemon,1.6,150,Blaze,Reckless,,110,123,65,100,65,65,528,3 Attack,45,50,238,Medium Slow,Field,,87.5,12.5,20,Ordinary
501,수댕이,5,Water,,Sea Otter Pokemon,0.5,5.9,Torrent,Shell Armor,,55,55,45,63,45,45,308,1 Sp. Atk,45,50,62,Medium Slow,Field,,87.5,12.5,20,Ordinary
502,쌍검자비,5,Water,,Discipline Pokemon,0.8,24.5,Torrent,Shell Armor,,75,75,60,83,60,60,413,2 Sp. Atk,45,50,145,Medium Slow,Field,,87.5,12.5,20,Ordinary
503,대검귀,5,Water,,Formidable Pokemon,1.5,94.6,Torrent,Shell Armor,,95,100,85,108,70,70,528,3 Sp. Atk,45,50,264,Medium Slow,Field,,87.5,12.5,20,Ordinary
504,보르쥐,5,Normal,,Scout Pokemon,0.5,11.6,Run Away,Keen Eye,Analytic,45,55,39,35,39,42,255,1 Attack,255,50,51,Medium Fast,Field,,50,50,15,Ordinary
505,보르그,5,Normal,,Lookout Pokemon,1.1,27,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77,420,2 Attack,255,50,147,Medium Fast,Field,,50,50,20,Ordinary
506,요테리,5,Normal,,Puppy Pokemon,0.4,4.1,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,275,1 Attack,255,50,55,Medium Slow,Field,,50,50,15,Ordinary
507,하데리어,5,Normal,,Loyal Dog Pokemon,0.9,14.7,Intimidate,Sand Rush,Scrappy,65,80,65,35,65,60,370,2 Attack,120,50,130,Medium Slow,Field,,50,50,15,Ordinary
508,바랜드,5,Normal,,Big-Hearted Pokemon,1.2,61,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80,500,3 Attack,45,50,225,Medium Slow,Field,,50,50,15,Ordinary
509,쌔비냥,5,Dark,,Devious Pokemon,0.4,10.1,Limber,Unburden,Prankster,41,50,37,50,37,66,281,1 Speed,255,50,56,Medium Fast,Field,,50,50,20,Ordinary
510,레파르다스,5,Dark,,Cruel Pokemon,1.1,37.5,Limber,Unburden,Prankster,64,88,50,88,50,106,446,2 Speed,90,50,156,Medium Fast,Field,,50,50,20,Ordinary
511,야나프,5,Grass,,Grass Monkey Pokemon,0.6,10.5,Gluttony,Overgrow,,50,53,48,53,48,64,316,1 Speed,190,50,63,Medium Fast,Field,,87.5,12.5,20,Ordinary
512,야나키,5,Grass,,Thorn Monkey Pokemon,1.1,30.5,Gluttony,Overgrow,,75,98,63,98,63,101,498,2 Speed,75,50,174,Medium Fast,Field,,87.5,12.5,20,Ordinary
513,바오프,5,Fire,,High Temp Pokemon,0.6,11,Gluttony,Blaze,,50,53,48,53,48,64,316,1 Speed,190,50,63,Medium Fast,Field,,87.5,12.5,20,Ordinary
514,바오키,5,Fire,,Ember Pokemon,1,28,Gluttony,Blaze,,75,98,63,98,63,101,498,2 Speed,75,50,174,Medium Fast,Field,,87.5,12.5,20,Ordinary
515,앗차프,5,Water,,Spray Pokemon,0.6,13.5,Gluttony,Torrent,,50,53,48,53,48,64,316,1 Speed,190,50,63,Medium Fast,Field,,87.5,12.5,20,Ordinary
516,앗차키,5,Water,,Geyser Pokemon,1,29,Gluttony,Torrent,,75,98,63,98,63,101,498,2 Speed,75,50,174,Medium Fast,Field,,87.5,12.5,20,Ordinary
517,몽나,5,Psychic,,Dream Eater Pokemon,0.6,23.3,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,292,1 HP,190,50,58,Fast,Field,,50,50,10,Ordinary
518,몽얌나,5,Psychic,,Drowsing Pokemon,1.1,60.5,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,487,2 HP,75,50,170,Fast,Field,,50,50,10,Ordinary
519,콩둘기,5,Normal,Flying,Tiny Pigeon Pokemon,0.3,2.1,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,264,1 Attack,255,50,53,Medium Slow,Flying,,50,50,15,Ordinary
520,유토브,5,Normal,Flying,Wild Pigeon Pokemon,0.6,15,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,358,2 Attack,120,50,125,Medium Slow,Flying,,50,50,15,Ordinary
521,켄호로우,5,Normal,Flying,Proud Pokemon,1.2,29,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,488,3 Attack,45,50,220,Medium Slow,Flying,,50,50,15,Ordinary
522,줄뮤마,5,Electric,,Electrified Pokemon,0.8,29.8,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76,295,1 Speed,190,50,59,Medium Fast,Field,,50,50,20,Ordinary
523,제브라이카,5,Electric,,Thunderbolt Pokemon,1.6,79.5,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,497,2 Speed,75,50,174,Medium Fast,Field,,50,50,20,Ordinary
524,단굴,5,Rock,,Mantle Pokemon,0.4,18,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,280,1 Defense,255,50,56,Medium Slow,Mineral,,50,50,15,Ordinary
525,암트르,5,Rock,,Ore Pokemon,0.9,102,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20,390,"1 Attack, 1 Defense",120,50,137,Medium Slow,Mineral,,50,50,15,Ordinary
526,기가이어스,5,Rock,,Compressed Pokemon,1.7,260,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25,515,3 Attack,45,50,232,Medium Slow,Mineral,,50,50,15,Ordinary
527,또르박쥐,5,Psychic,Flying,Bat Pokemon,0.4,2.1,Unaware,Klutz,Simple,65,45,43,55,43,72,323,1 Speed,190,50,65,Medium Fast,Field ,Flying,50,50,15,Ordinary
528,맘박쥐,5,Psychic,Flying,Courting Pokemon,0.9,10.5,Unaware,Klutz,Simple,67,57,55,77,55,114,425,2 Speed,45,50,149,Medium Fast,Field ,Flying,50,50,15,Ordinary
529,두더류,5,Ground,,Mole Pokemon,0.3,8.5,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68,328,1 Attack,120,50,66,Medium Fast,Field,,50,50,20,Ordinary
530,몰드류,5,Ground,Steel,Subterrene Pokemon,0.7,40.4,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88,508,2 Attack,60,50,178,Medium Fast,Field,,50,50,20,Ordinary
531,다부니,5,Normal,,Hearing Pokemon,1.1,31,Healer,Regenerator,Klutz,103,60,86,60,86,50,445,2 HP,255,50,390,Fast,Fairy,,50,50,20,Ordinary
532,으랏차,5,Fighting,,Muscular Pokemon,0.6,12.5,Guts,Sheer Force,Iron Fist,75,80,55,25,35,35,305,1 Attack,180,70,61,Medium Slow,Human-Like,,75,25,20,Ordinary
533,토쇠골,5,Fighting,,Muscular Pokemon,1.2,40,Guts,Sheer Force,Iron Fist,85,105,85,40,50,40,405,2 Attack,90,50,142,Medium Slow,Human-Like,,75,25,20,Ordinary
534,노보청,5,Fighting,,Muscular Pokemon,1.4,87,Guts,Sheer Force,Iron Fist,105,140,95,55,65,45,505,3 Attack,45,50,227,Medium Slow,Human-Like,,75,25,20,Ordinary
535,동챙이,5,Water,,Tadpole Pokemon,0.5,4.5,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,294,1 Speed,255,50,59,Medium Slow,Water 1,,50,50,20,Ordinary
536,두까비,5,Water,Ground,Vibration Pokemon,0.8,17,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,384,2 HP,120,50,134,Medium Slow,Water 1,,50,50,20,Ordinary
537,두빅굴,5,Water,Ground,Vibration Pokemon,1.5,62,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,509,3 HP,45,50,229,Medium Slow,Water 1,,50,50,20,Ordinary
538,던지미,5,Fighting,,Judo Pokemon,1.3,55.5,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,465,2 HP,45,50,163,Medium Fast,Human-Like,,100,0,20,Ordinary
539,타격귀,5,Fighting,,Karate Pokemon,1.4,51,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,465,2 Attack,45,50,163,Medium Fast,Human-Like,,100,0,20,Ordinary
540,두르보,5,Bug,Grass,Sewing Pokemon,0.3,2.5,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,310,1 Defense,255,50,62,Medium Slow,Bug,,50,50,15,Ordinary
